FlightNumber,DepartureAirport,ArrivalAirport,DepartureTime,ArrivalTime,AircraftType,Duration,Status
1287,JFK,LAX,2024-12-05 21:39:00,2024-12-06 00:52:00,Boeing 777,193,Delayed
1288,SEA,LAX,2024-05-30 13:33:00,2024-05-30 17:57:00,Airbus A380,264,Cancelled
1289,ORD,LAS,2024-07-03 20:47:00,2024-07-03 23:08:00,Boeing 737,141,Delayed
1290,LAX,MIA,2024-08-06 11:07:00,2024-08-06 16:48:00,Boeing 737,341,Cancelled
1291,ORD,ORD,2024-05-15 18:20:00,2024-05-15 21:34:00,Boeing 737,194,Scheduled
1292,SEA,LAS,2024-09-24 06:50:00,2024-09-24 12:29:00,Airbus A320,339,Delayed
1293,DEN,MIA,2024-02-19 17:30:00,2024-02-19 18:47:00,Airbus A320,77,Delayed
1294,LAX,JFK,2024-05-05 11:05:00,2024-05-05 12:56:00,Airbus A380,111,Delayed
1295,SFO,JFK,2024-08-07 21:23:00,2024-08-07 23:46:00,Airbus A380,143,Scheduled
1296,SFO,DEN,2024-03-29 16:36:00,2024-03-29 20:39:00,Boeing 737,243,Cancelled
1297,JFK,DEN,2024-07-16 20:08:00,2024-07-16 23:08:00,Boeing 737,180,Cancelled
1298,SFO,SFO,2024-05-14 15:21:00,2024-05-14 17:46:00,Boeing 737,145,Delayed
1299,ORD,JFK,2024-08-25 12:23:00,2024-08-25 15:43:00,Boeing 737,200,Scheduled
1300,LAS,SFO,2024-05-02 00:43:00,2024-05-02 05:02:00,Airbus A320,259,Delayed
1301,ORD,ATL,2024-09-15 07:37:00,2024-09-15 10:41:00,Airbus A320,184,Delayed
1302,DFW,DFW,2024-05-16 16:50:00,2024-05-16 18:41:00,Boeing 777,111,Cancelled
1303,DFW,ATL,2024-02-25 22:25:00,2024-02-26 00:33:00,Airbus A380,128,Delayed
1304,LAX,ATL,2024-12-02 11:37:00,2024-12-02 14:32:00,Boeing 737,175,Cancelled
1305,MIA,MIA,2024-11-12 20:12:00,2024-11-12 23:44:00,Boeing 777,212,Cancelled
1306,ORD,SEA,2024-05-09 14:05:00,2024-05-09 19:45:00,Boeing 777,340,Scheduled
1307,SEA,MIA,2024-12-06 17:48:00,2024-12-06 19:08:00,Boeing 777,80,Cancelled
1308,MIA,JFK,2024-07-14 22:14:00,2024-07-15 01:01:00,Boeing 737,167,Cancelled
1309,SEA,DEN,2024-11-21 15:01:00,2024-11-21 18:00:00,Boeing 777,179,Cancelled
1310,LAS,SEA,2024-11-03 09:03:00,2024-11-03 10:55:00,Airbus A320,112,Scheduled
1311,ORD,MIA,2024-08-06 08:59:00,2024-08-06 13:09:00,Airbus A380,250,Delayed
1312,ORD,LAS,2024-07-30 04:25:00,2024-07-30 07:40:00,Airbus A320,195,Delayed
1313,LAS,ATL,2024-01-15 02:57:00,2024-01-15 08:47:00,Boeing 737,350,Delayed
1314,JFK,JFK,2024-06-24 20:44:00,2024-06-25 02:37:00,Boeing 777,353,Cancelled
1315,MIA,ATL,2024-11-11 11:27:00,2024-11-11 12:43:00,Airbus A320,76,Delayed
1316,LAX,MIA,2024-01-21 18:42:00,2024-01-21 22:28:00,Boeing 777,226,Cancelled
1317,MIA,LAS,2024-03-18 09:40:00,2024-03-18 13:40:00,Airbus A380,240,Delayed
1318,ORD,SEA,2024-09-03 20:46:00,2024-09-04 00:05:00,Airbus A380,199,Cancelled
1319,DEN,LAX,2024-09-17 22:25:00,2024-09-18 04:18:00,Airbus A380,353,Scheduled
1320,LAX,DFW,2024-12-05 22:41:00,2024-12-06 03:21:00,Boeing 777,280,Scheduled
1321,ORD,ATL,2024-07-15 09:13:00,2024-07-15 11:53:00,Airbus A320,160,Cancelled
1322,LAS,DFW,2024-05-10 22:17:00,2024-05-11 02:51:00,Airbus A380,274,Delayed
1323,JFK,MIA,2024-11-14 03:24:00,2024-11-14 06:29:00,Airbus A380,185,Delayed
1324,JFK,JFK,2024-10-02 11:34:00,2024-10-02 16:27:00,Airbus A380,293,Scheduled
1325,ORD,SEA,2024-11-15 18:24:00,2024-11-16 00:07:00,Airbus A380,343,Delayed
1326,DEN,LAX,2024-06-08 09:33:00,2024-06-08 11:36:00,Airbus A320,123,Scheduled
1327,LAS,JFK,2024-12-23 01:21:00,2024-12-23 06:10:00,Boeing 777,289,Cancelled
1328,LAS,DEN,2024-06-09 05:50:00,2024-06-09 11:31:00,Boeing 737,341,Cancelled
1329,ORD,ATL,2024-03-14 15:02:00,2024-03-14 19:31:00,Boeing 737,269,Scheduled
1330,JFK,MIA,2024-07-13 13:30:00,2024-07-13 18:28:00,Airbus A320,298,Cancelled
1331,JFK,ORD,2024-05-17 05:03:00,2024-05-17 07:34:00,Airbus A320,151,Delayed
1332,JFK,JFK,2024-09-14 23:17:00,2024-09-15 01:54:00,Airbus A380,157,Delayed
1333,MIA,DFW,2024-05-01 05:39:00,2024-05-01 09:56:00,Airbus A320,257,Scheduled
1334,SEA,LAX,2024-09-25 17:57:00,2024-09-25 20:58:00,Boeing 737,181,Delayed
1335,DEN,JFK,2024-04-08 15:55:00,2024-04-08 20:44:00,Airbus A380,289,Cancelled
1336,LAS,JFK,2024-06-03 20:22:00,2024-06-04 02:13:00,Boeing 777,351,Delayed
1337,ATL,LAS,2024-03-31 20:28:00,2024-03-31 23:02:00,Boeing 737,154,Delayed
1338,DFW,SEA,2024-03-23 13:04:00,2024-03-23 15:14:00,Airbus A380,130,Cancelled
1339,DFW,SEA,2024-03-25 05:24:00,2024-03-25 09:47:00,Airbus A380,263,Delayed
1340,MIA,DEN,2024-02-02 05:12:00,2024-02-02 09:21:00,Boeing 777,249,Delayed
1341,LAS,MIA,2024-04-20 09:55:00,2024-04-20 11:37:00,Boeing 777,102,Cancelled
1342,DEN,DFW,2024-04-26 05:39:00,2024-04-26 11:25:00,Airbus A320,346,Cancelled
1343,LAS,DFW,2024-02-24 07:49:00,2024-02-24 09:36:00,Boeing 737,107,Scheduled
1344,ORD,MIA,2024-05-15 05:27:00,2024-05-15 08:23:00,Airbus A320,176,Cancelled
1345,DEN,DEN,2024-10-24 19:44:00,2024-10-25 00:18:00,Airbus A320,274,Scheduled
1346,ATL,SFO,2024-11-28 10:42:00,2024-11-28 11:43:00,Airbus A380,61,Delayed
1347,DFW,DEN,2024-07-12 02:39:00,2024-07-12 04:02:00,Boeing 737,83,Scheduled
1348,ATL,ORD,2024-11-11 08:54:00,2024-11-11 14:25:00,Airbus A380,331,Delayed
1349,DEN,LAS,2024-09-23 22:24:00,2024-09-24 03:59:00,Boeing 737,335,Delayed
1350,LAS,DFW,2024-07-23 00:34:00,2024-07-23 01:34:00,Boeing 777,60,Delayed
1351,SEA,SFO,2024-11-04 16:21:00,2024-11-04 21:05:00,Airbus A380,284,Delayed
1352,LAX,DEN,2024-09-10 20:06:00,2024-09-11 01:37:00,Airbus A380,331,Cancelled
1353,DFW,ORD,2024-08-30 21:19:00,2024-08-31 01:43:00,Boeing 777,264,Delayed
1354,SEA,LAS,2024-01-21 09:13:00,2024-01-21 14:32:00,Boeing 737,319,Delayed
1355,MIA,JFK,2024-02-05 00:46:00,2024-02-05 05:41:00,Boeing 777,295,Scheduled
1356,MIA,DFW,2024-01-17 06:59:00,2024-01-17 09:56:00,Boeing 777,177,Cancelled
1357,JFK,ORD,2024-05-09 21:29:00,2024-05-10 02:17:00,Airbus A380,288,Cancelled
1358,SFO,DEN,2024-11-03 19:38:00,2024-11-03 21:56:00,Airbus A320,138,Delayed
1359,MIA,SEA,2024-08-06 11:30:00,2024-08-06 15:45:00,Boeing 737,255,Scheduled
1360,SEA,LAS,2024-04-14 13:57:00,2024-04-14 18:21:00,Boeing 737,264,Delayed
1361,MIA,SEA,2024-08-25 10:32:00,2024-08-25 14:34:00,Boeing 737,242,Cancelled
1362,LAX,JFK,2024-11-09 04:21:00,2024-11-09 08:05:00,Boeing 777,224,Cancelled
1363,ATL,LAX,2024-10-08 21:04:00,2024-10-09 01:22:00,Boeing 737,258,Scheduled
1364,MIA,MIA,2024-10-07 20:03:00,2024-10-07 22:56:00,Boeing 777,173,Scheduled
1365,ORD,SFO,2024-08-06 02:52:00,2024-08-06 07:16:00,Boeing 777,264,Scheduled
1366,SFO,MIA,2024-12-11 00:55:00,2024-12-11 04:32:00,Boeing 777,217,Cancelled
1367,JFK,SEA,2024-04-20 06:51:00,2024-04-20 10:36:00,Boeing 777,225,Scheduled
1368,MIA,DFW,2024-06-24 18:20:00,2024-06-25 00:04:00,Boeing 777,344,Delayed
1369,DFW,ATL,2024-06-25 11:19:00,2024-06-25 17:00:00,Airbus A320,341,Scheduled
1370,ATL,ORD,2024-09-06 06:33:00,2024-09-06 10:00:00,Airbus A380,207,Scheduled
1371,ATL,LAS,2024-04-21 18:35:00,2024-04-21 20:43:00,Airbus A380,128,Cancelled
1372,SFO,MIA,2024-02-20 03:13:00,2024-02-20 07:59:00,Airbus A380,286,Scheduled
1373,DEN,DFW,2024-02-06 05:55:00,2024-02-06 10:35:00,Airbus A320,280,Delayed
1374,LAX,DFW,2024-10-02 22:15:00,2024-10-03 00:58:00,Boeing 777,163,Cancelled
1375,SEA,LAX,2024-06-14 17:34:00,2024-06-14 22:28:00,Boeing 737,294,Cancelled
1376,LAX,LAX,2024-11-18 14:47:00,2024-11-18 16:58:00,Airbus A320,131,Cancelled
1377,SFO,LAS,2024-06-06 23:32:00,2024-06-07 00:50:00,Airbus A320,78,Delayed
1378,SFO,JFK,2024-08-01 05:28:00,2024-08-01 10:12:00,Airbus A380,284,Scheduled
1379,ORD,DFW,2024-10-23 04:13:00,2024-10-23 08:41:00,Boeing 777,268,Cancelled
1380,DFW,SFO,2024-05-26 17:44:00,2024-05-26 23:12:00,Airbus A320,328,Cancelled
1381,SEA,ATL,2024-07-30 04:16:00,2024-07-30 07:50:00,Airbus A380,214,Cancelled
1382,SEA,LAX,2024-05-30 08:20:00,2024-05-30 11:06:00,Airbus A320,166,Delayed
1383,LAX,SEA,2024-06-13 20:17:00,2024-06-14 00:08:00,Boeing 777,231,Delayed
1384,LAS,DEN,2024-10-06 08:48:00,2024-10-06 10:11:00,Airbus A320,83,Scheduled
1385,ATL,SEA,2024-06-27 05:52:00,2024-06-27 10:01:00,Airbus A320,249,Cancelled
1386,DFW,MIA,2024-09-22 03:44:00,2024-09-22 09:43:00,Airbus A320,359,Scheduled
1387,SEA,DEN,2024-03-21 03:00:00,2024-03-21 08:05:00,Boeing 777,305,Cancelled
1388,LAX,DFW,2024-06-26 23:35:00,2024-06-27 05:17:00,Airbus A320,342,Scheduled
1389,SFO,SFO,2024-03-22 16:44:00,2024-03-22 20:35:00,Airbus A320,231,Delayed
1390,SFO,LAS,2024-08-03 08:50:00,2024-08-03 13:06:00,Boeing 737,256,Scheduled
1391,DEN,DFW,2024-02-10 09:33:00,2024-02-10 14:49:00,Airbus A320,316,Delayed
1392,JFK,LAS,2024-07-10 15:40:00,2024-07-10 18:22:00,Boeing 737,162,Cancelled
1393,LAX,SEA,2024-03-28 09:00:00,2024-03-28 14:58:00,Boeing 777,358,Scheduled
1394,JFK,DFW,2024-01-29 07:51:00,2024-01-29 12:51:00,Boeing 737,300,Scheduled
1395,DEN,MIA,2024-09-09 23:18:00,2024-09-10 00:58:00,Boeing 737,100,Delayed
1396,DEN,LAS,2024-02-04 19:58:00,2024-02-05 00:32:00,Boeing 737,274,Delayed
1397,MIA,MIA,2024-11-30 00:15:00,2024-11-30 05:50:00,Boeing 777,335,Delayed
1398,LAX,LAX,2024-06-02 22:51:00,2024-06-03 00:28:00,Boeing 737,97,Cancelled
1399,SFO,SEA,2024-08-21 06:07:00,2024-08-21 07:31:00,Airbus A320,84,Scheduled
1400,DEN,LAX,2024-07-05 08:51:00,2024-07-05 12:00:00,Airbus A320,189,Cancelled
1401,LAX,ATL,2024-02-12 15:11:00,2024-02-12 19:32:00,Airbus A380,261,Scheduled
1402,DFW,SFO,2024-07-22 18:27:00,2024-07-22 20:20:00,Airbus A380,113,Scheduled
1403,SEA,DEN,2024-02-16 01:52:00,2024-02-16 05:00:00,Boeing 737,188,Delayed
1404,LAX,LAX,2024-02-23 00:14:00,2024-02-23 01:19:00,Airbus A380,65,Scheduled
1405,SFO,LAX,2024-05-24 13:30:00,2024-05-24 19:07:00,Airbus A320,337,Scheduled
1406,JFK,ATL,2024-02-08 00:38:00,2024-02-08 02:02:00,Airbus A320,84,Scheduled
1407,SEA,ORD,2024-05-08 09:29:00,2024-05-08 12:43:00,Airbus A320,194,Delayed
1408,JFK,LAS,2024-03-20 10:00:00,2024-03-20 11:34:00,Airbus A320,94,Delayed
1409,SFO,DEN,2024-02-20 03:55:00,2024-02-20 06:21:00,Airbus A380,146,Delayed
1410,MIA,MIA,2024-02-10 04:17:00,2024-02-10 06:08:00,Airbus A380,111,Cancelled
1411,DEN,SEA,2024-11-28 17:49:00,2024-11-28 19:21:00,Airbus A320,92,Scheduled
1412,LAS,JFK,2024-05-10 05:14:00,2024-05-10 06:35:00,Airbus A320,81,Delayed
1413,SFO,LAX,2024-07-03 11:52:00,2024-07-03 15:27:00,Airbus A320,215,Delayed
1414,DFW,SFO,2024-08-17 23:41:00,2024-08-18 00:46:00,Airbus A380,65,Cancelled
1415,JFK,ORD,2024-11-19 18:36:00,2024-11-19 22:28:00,Airbus A380,232,Scheduled
1416,DFW,ATL,2024-09-23 09:25:00,2024-09-23 14:55:00,Boeing 737,330,Scheduled
1417,DEN,DEN,2024-11-30 13:37:00,2024-11-30 19:21:00,Boeing 737,344,Cancelled
1418,ATL,ATL,2024-03-03 22:37:00,2024-03-03 23:43:00,Airbus A320,66,Cancelled
1419,MIA,DFW,2024-06-15 01:32:00,2024-06-15 05:40:00,Boeing 737,248,Delayed
1420,ATL,ORD,2024-10-16 10:21:00,2024-10-16 12:50:00,Boeing 737,149,Scheduled
1421,SFO,DEN,2024-06-08 08:05:00,2024-06-08 11:42:00,Airbus A380,217,Cancelled
1422,DEN,ATL,2024-01-22 15:21:00,2024-01-22 20:05:00,Airbus A380,284,Cancelled
1423,JFK,JFK,2024-06-09 09:00:00,2024-06-09 11:11:00,Airbus A320,131,Cancelled
1424,LAX,MIA,2024-09-25 01:10:00,2024-09-25 04:04:00,Airbus A320,174,Delayed
1425,LAS,MIA,2024-04-13 23:33:00,2024-04-14 02:00:00,Airbus A320,147,Delayed
1426,LAX,SEA,2024-07-24 07:11:00,2024-07-24 13:10:00,Boeing 737,359,Cancelled
1427,SEA,JFK,2024-11-10 09:05:00,2024-11-10 11:01:00,Airbus A380,116,Scheduled
1428,LAX,SEA,2024-03-27 10:56:00,2024-03-27 12:15:00,Airbus A380,79,Cancelled
1429,DEN,DFW,2024-10-20 08:10:00,2024-10-20 10:36:00,Boeing 777,146,Scheduled
1430,JFK,MIA,2024-02-27 14:44:00,2024-02-27 20:23:00,Airbus A380,339,Cancelled
1431,DFW,ORD,2024-03-21 13:26:00,2024-03-21 17:17:00,Airbus A320,231,Cancelled
1432,DFW,DFW,2024-08-29 05:11:00,2024-08-29 06:22:00,Boeing 777,71,Delayed
1433,LAS,LAS,2024-02-14 09:57:00,2024-02-14 15:31:00,Boeing 777,334,Delayed
1434,SFO,SFO,2024-11-01 14:13:00,2024-11-01 17:45:00,Airbus A320,212,Delayed
1435,MIA,SFO,2024-07-19 13:18:00,2024-07-19 19:16:00,Boeing 777,358,Cancelled
1436,SFO,JFK,2024-02-15 14:00:00,2024-02-15 17:52:00,Airbus A380,232,Scheduled
1437,DFW,DFW,2024-12-03 04:04:00,2024-12-03 06:55:00,Boeing 737,171,Scheduled
1438,JFK,LAX,2024-06-14 08:28:00,2024-06-14 09:34:00,Airbus A380,66,Delayed
1439,ATL,LAS,2024-08-11 16:50:00,2024-08-11 20:50:00,Boeing 777,240,Delayed
1440,SFO,LAX,2024-02-02 21:32:00,2024-02-03 02:25:00,Boeing 777,293,Delayed
1441,SFO,JFK,2024-08-05 17:54:00,2024-08-05 19:29:00,Boeing 737,95,Scheduled
1442,ORD,MIA,2024-08-06 18:03:00,2024-08-06 21:48:00,Boeing 737,225,Cancelled
1443,LAS,DEN,2024-01-04 09:04:00,2024-01-04 10:58:00,Boeing 737,114,Delayed
1444,DFW,MIA,2024-06-23 12:11:00,2024-06-23 15:39:00,Airbus A320,208,Scheduled
1445,SFO,LAS,2024-07-01 21:04:00,2024-07-02 00:51:00,Boeing 737,227,Delayed
1446,ORD,ATL,2024-04-22 21:55:00,2024-04-23 03:24:00,Airbus A380,329,Scheduled
1447,DFW,ORD,2024-10-09 00:01:00,2024-10-09 02:15:00,Boeing 737,134,Scheduled
1448,ATL,MIA,2024-05-21 14:27:00,2024-05-21 18:19:00,Boeing 737,232,Cancelled
1449,LAX,SFO,2024-09-13 12:24:00,2024-09-13 17:06:00,Boeing 737,282,Cancelled
1450,ORD,ORD,2024-12-03 20:20:00,2024-12-04 00:33:00,Boeing 737,253,Cancelled
1451,ATL,DEN,2024-05-11 14:32:00,2024-05-11 19:06:00,Boeing 737,274,Scheduled
1452,DFW,LAX,2024-10-18 21:45:00,2024-10-19 03:31:00,Airbus A380,346,Delayed
1453,LAS,SEA,2024-10-12 07:40:00,2024-10-12 10:52:00,Airbus A320,192,Cancelled
1454,SEA,LAS,2024-04-27 00:03:00,2024-04-27 05:27:00,Airbus A320,324,Scheduled
1455,DFW,DFW,2024-08-25 18:38:00,2024-08-26 00:21:00,Boeing 737,343,Delayed
1456,ATL,DEN,2024-06-24 05:33:00,2024-06-24 10:07:00,Boeing 737,274,Delayed
1457,SEA,ATL,2024-07-15 11:28:00,2024-07-15 15:05:00,Boeing 777,217,Cancelled
1458,JFK,LAX,2024-01-05 10:53:00,2024-01-05 13:43:00,Boeing 777,170,Cancelled
1459,MIA,DEN,2024-05-08 02:39:00,2024-05-08 05:51:00,Boeing 777,192,Scheduled
1460,DFW,LAX,2024-03-10 09:55:00,2024-03-10 14:06:00,Boeing 737,251,Cancelled
1461,ATL,DEN,2024-03-22 19:02:00,2024-03-22 23:44:00,Airbus A320,282,Delayed
1462,LAS,LAS,2024-12-07 05:12:00,2024-12-07 07:27:00,Airbus A380,135,Scheduled
1463,LAS,LAS,2024-08-04 00:52:00,2024-08-04 04:01:00,Airbus A380,189,Delayed
1464,MIA,DFW,2024-11-14 08:59:00,2024-11-14 14:35:00,Boeing 737,336,Scheduled
1465,DEN,DEN,2024-11-18 14:15:00,2024-11-18 19:33:00,Airbus A380,318,Delayed
1466,ATL,DFW,2024-07-20 00:02:00,2024-07-20 02:31:00,Boeing 737,149,Delayed
1467,LAS,DEN,2024-02-27 15:26:00,2024-02-27 18:14:00,Airbus A380,168,Scheduled
1468,LAX,LAX,2024-06-23 08:41:00,2024-06-23 12:32:00,Boeing 737,231,Delayed
1469,JFK,ORD,2024-07-18 01:40:00,2024-07-18 06:35:00,Airbus A380,295,Delayed
1470,JFK,JFK,2024-04-11 22:37:00,2024-04-12 03:23:00,Airbus A320,286,Cancelled
1471,ORD,DEN,2024-06-21 23:52:00,2024-06-22 05:44:00,Boeing 737,352,Delayed
1472,JFK,MIA,2024-05-30 20:29:00,2024-05-31 00:59:00,Boeing 777,270,Delayed
1473,ORD,DFW,2024-04-13 11:05:00,2024-04-13 12:59:00,Boeing 777,114,Scheduled
1474,MIA,LAS,2024-12-11 20:25:00,2024-12-11 21:40:00,Boeing 777,75,Delayed
1475,JFK,DEN,2024-03-21 19:09:00,2024-03-21 21:38:00,Boeing 737,149,Cancelled
1476,LAS,SEA,2024-07-22 06:40:00,2024-07-22 10:33:00,Boeing 737,233,Delayed
1477,DEN,MIA,2024-08-16 11:35:00,2024-08-16 15:46:00,Airbus A320,251,Cancelled
1478,SFO,SFO,2024-07-11 17:56:00,2024-07-11 19:20:00,Airbus A320,84,Scheduled
1479,DFW,SEA,2024-11-16 22:39:00,2024-11-17 00:25:00,Airbus A320,106,Scheduled
1480,SEA,SFO,2024-06-19 00:24:00,2024-06-19 02:43:00,Airbus A320,139,Delayed
1481,JFK,ORD,2024-03-02 06:56:00,2024-03-02 08:19:00,Boeing 777,83,Delayed
1482,ATL,LAX,2024-03-21 14:33:00,2024-03-21 18:18:00,Boeing 777,225,Delayed
1483,ATL,JFK,2024-02-22 14:23:00,2024-02-22 19:19:00,Boeing 777,296,Delayed
1484,SFO,MIA,2024-12-30 02:06:00,2024-12-30 05:27:00,Airbus A380,201,Cancelled
1485,MIA,DEN,2024-05-20 19:58:00,2024-05-20 23:30:00,Airbus A380,212,Cancelled
1486,LAS,SFO,2024-02-25 20:55:00,2024-02-26 00:19:00,Airbus A380,204,Delayed
1487,DEN,ATL,2024-11-18 03:00:00,2024-11-18 06:16:00,Boeing 777,196,Delayed
1488,SEA,DEN,2024-05-03 13:20:00,2024-05-03 16:51:00,Airbus A320,211,Cancelled
1489,LAX,ORD,2024-02-02 11:39:00,2024-02-02 17:30:00,Airbus A320,351,Delayed
1490,SEA,ATL,2024-01-02 22:45:00,2024-01-03 00:42:00,Boeing 777,117,Cancelled
1491,ORD,ATL,2024-10-18 08:11:00,2024-10-18 09:42:00,Airbus A380,91,Cancelled
1492,DEN,LAS,2024-07-13 07:37:00,2024-07-13 11:17:00,Boeing 777,220,Delayed
1493,SFO,DFW,2024-10-22 16:28:00,2024-10-22 18:44:00,Airbus A380,136,Cancelled
1494,DEN,LAS,2024-06-05 09:00:00,2024-06-05 10:54:00,Airbus A380,114,Delayed
1495,MIA,JFK,2024-07-08 01:50:00,2024-07-08 05:02:00,Airbus A320,192,Delayed
1496,JFK,DFW,2024-04-24 08:56:00,2024-04-24 14:14:00,Boeing 777,318,Scheduled
1497,JFK,SEA,2024-10-02 01:18:00,2024-10-02 06:54:00,Airbus A320,336,Scheduled
1498,DFW,MIA,2024-12-07 06:54:00,2024-12-07 12:46:00,Boeing 737,352,Delayed
1499,MIA,MIA,2024-03-09 01:56:00,2024-03-09 05:45:00,Airbus A380,229,Scheduled
1500,LAS,LAS,2024-07-31 09:03:00,2024-07-31 10:28:00,Airbus A320,85,Scheduled
1501,DEN,LAS,2024-10-03 06:00:00,2024-10-03 11:29:00,Airbus A380,329,Scheduled
1502,ATL,MIA,2024-08-18 12:42:00,2024-08-18 15:45:00,Airbus A320,183,Scheduled
1503,SEA,ATL,2024-07-03 19:23:00,2024-07-04 01:13:00,Boeing 737,350,Delayed
1504,DFW,MIA,2024-07-27 04:22:00,2024-07-27 08:38:00,Airbus A320,256,Delayed
1505,SEA,ORD,2024-05-15 15:09:00,2024-05-15 18:59:00,Boeing 777,230,Scheduled
1506,SEA,SEA,2024-05-11 01:04:00,2024-05-11 05:38:00,Airbus A320,274,Cancelled
1507,SEA,SEA,2024-07-25 07:34:00,2024-07-25 13:22:00,Airbus A320,348,Delayed
1508,LAX,SFO,2024-03-25 05:38:00,2024-03-25 10:59:00,Boeing 737,321,Scheduled
1509,JFK,LAX,2024-01-22 16:10:00,2024-01-22 17:39:00,Boeing 777,89,Delayed
1510,ATL,MIA,2024-06-15 21:34:00,2024-06-16 00:45:00,Airbus A320,191,Cancelled
1511,DEN,ATL,2024-06-24 21:20:00,2024-06-25 02:41:00,Boeing 737,321,Delayed
1512,SEA,SEA,2024-09-15 15:55:00,2024-09-15 17:45:00,Boeing 777,110,Cancelled
1513,DEN,ORD,2024-09-29 19:46:00,2024-09-29 21:43:00,Airbus A320,117,Cancelled
1514,SEA,JFK,2024-12-04 15:26:00,2024-12-04 18:45:00,Boeing 737,199,Cancelled
1515,SFO,ORD,2024-05-31 21:14:00,2024-06-01 00:48:00,Airbus A380,214,Scheduled
1516,SFO,LAS,2024-02-08 16:04:00,2024-02-08 19:30:00,Airbus A380,206,Delayed
1517,JFK,ORD,2024-09-18 17:37:00,2024-09-18 18:40:00,Boeing 737,63,Delayed
1518,JFK,JFK,2024-09-24 00:13:00,2024-09-24 01:58:00,Airbus A380,105,Cancelled
1519,JFK,DEN,2024-01-25 11:40:00,2024-01-25 16:52:00,Airbus A320,312,Scheduled
1520,LAX,ATL,2024-11-12 01:16:00,2024-11-12 04:48:00,Airbus A320,212,Delayed
1521,DFW,ATL,2024-01-25 15:33:00,2024-01-25 18:51:00,Boeing 737,198,Scheduled
1522,JFK,SFO,2024-05-13 16:18:00,2024-05-13 20:43:00,Airbus A380,265,Delayed
1523,JFK,SEA,2024-02-27 12:55:00,2024-02-27 16:56:00,Boeing 777,241,Scheduled
1524,SEA,DFW,2024-10-03 10:37:00,2024-10-03 14:53:00,Airbus A320,256,Scheduled
1525,MIA,SFO,2024-02-14 04:56:00,2024-02-14 10:13:00,Airbus A320,317,Cancelled
1526,JFK,SFO,2024-03-08 17:46:00,2024-03-08 23:30:00,Boeing 777,344,Delayed
1527,ATL,LAX,2024-10-06 14:23:00,2024-10-06 17:50:00,Boeing 737,207,Cancelled
1528,MIA,ATL,2024-01-16 14:42:00,2024-01-16 15:56:00,Boeing 777,74,Cancelled
1529,ORD,JFK,2024-10-07 23:48:00,2024-10-08 04:20:00,Boeing 777,272,Cancelled
1530,JFK,LAX,2024-11-09 22:36:00,2024-11-10 00:56:00,Airbus A320,140,Cancelled
1531,SFO,SEA,2024-05-20 05:54:00,2024-05-20 08:22:00,Airbus A320,148,Cancelled
1532,LAS,SFO,2024-06-28 13:52:00,2024-06-28 16:52:00,Airbus A320,180,Scheduled
1533,LAX,LAS,2024-12-12 19:21:00,2024-12-12 20:40:00,Boeing 777,79,Scheduled
1534,LAS,MIA,2024-02-20 17:40:00,2024-02-20 19:42:00,Boeing 777,122,Cancelled
1535,MIA,ORD,2024-10-16 03:52:00,2024-10-16 05:58:00,Airbus A380,126,Cancelled
1536,ATL,MIA,2024-04-08 07:09:00,2024-04-08 09:24:00,Boeing 737,135,Scheduled
1537,JFK,SEA,2024-04-22 04:53:00,2024-04-22 09:47:00,Airbus A320,294,Cancelled
1538,DEN,ATL,2024-07-27 05:22:00,2024-07-27 09:53:00,Boeing 737,271,Delayed
1539,MIA,LAX,2024-03-02 10:40:00,2024-03-02 14:20:00,Boeing 777,220,Scheduled
1540,ORD,ORD,2024-06-19 17:55:00,2024-06-19 22:28:00,Airbus A380,273,Cancelled
1541,SEA,DFW,2024-10-11 04:05:00,2024-10-11 06:24:00,Airbus A380,139,Scheduled
1542,JFK,LAS,2024-02-28 14:11:00,2024-02-28 17:16:00,Airbus A320,185,Scheduled
1543,DEN,LAX,2024-10-24 09:19:00,2024-10-24 14:23:00,Airbus A320,304,Scheduled
1544,ATL,LAX,2024-08-12 16:45:00,2024-08-12 18:20:00,Airbus A320,95,Delayed
1545,SEA,SEA,2024-03-16 16:07:00,2024-03-16 20:13:00,Airbus A320,246,Delayed
1546,LAS,DFW,2024-12-08 03:51:00,2024-12-08 05:48:00,Airbus A380,117,Scheduled
1547,DEN,DEN,2024-07-18 23:42:00,2024-07-19 05:11:00,Boeing 737,329,Scheduled
1548,SEA,ATL,2024-09-28 18:08:00,2024-09-28 23:20:00,Boeing 737,312,Delayed
1549,SFO,JFK,2024-11-29 12:11:00,2024-11-29 14:47:00,Airbus A320,156,Delayed
1550,ATL,ATL,2024-03-20 08:19:00,2024-03-20 10:05:00,Boeing 777,106,Scheduled
1551,LAS,JFK,2024-10-29 01:14:00,2024-10-29 05:20:00,Boeing 737,246,Delayed
1552,DEN,MIA,2024-10-04 17:17:00,2024-10-04 22:55:00,Airbus A380,338,Cancelled
1553,JFK,LAX,2024-09-16 02:27:00,2024-09-16 03:53:00,Airbus A380,86,Delayed
1554,SEA,SEA,2024-06-19 05:18:00,2024-06-19 09:14:00,Boeing 737,236,Delayed
1555,SFO,MIA,2024-04-24 15:51:00,2024-04-24 19:15:00,Boeing 737,204,Scheduled
1556,JFK,SEA,2024-05-16 18:17:00,2024-05-16 21:38:00,Boeing 777,201,Delayed
